videoid,fan_rate
-FyNpRmrS64,0.027777777777777776
-knO_5UOKwI,0.03208556149732621
2rTmxMJzhdA,0.025974025974025976
3TSEMFq8H0g,0.020618556701030927
4NDyuETX7jk,0.008771929824561403
4SFcvotsWWA,0.005069708491761723
5UNJ4ISdNRs,0.01092896174863388
7Sjb6SwfSZ0,0.01240694789081886
Auwy8ckCZpQ,0.008771929824561403
bfXZ08S6SlY,0.012987012987012988
bhsbIQjaup4,0.011111111111111112
Btcf3uUYR1A,0.021164021164021163
CI4B2vs3jeA,0.007633587786259542
CwQ8Bo2Z8D4,0.00510204081632653
Dsgejemaokg,0.016129032258064516
EEdVlZ0O8Q0,0.011494252873563218
eW7CUdQskd8,0.008823529411764706
eWLuUcgywXk,0.016129032258064516
fnCaw6jCdNc,0.011013215859030838
fWfB96WyFmQ,0.03225806451612903
g9fzgLsZdTQ,0.009259259259259259
HKUJ25dF9mY,0.021875
hTyfHziMziw,0.006060606060606061
IumBplHuUEw,0.017094017094017096
kRrBF2BpqsI,0.003289473684210526
L543uxwvv34,0.008130081300813009
lYZgItd5V2Y,0.022388059701492536
mtrRzuYc388,0.011764705882352941
MWh_tA8EK88,0.006872852233676976
MZBHMvUt2Ik,0.020491803278688523
NkBDvbDdiJk,0.023121387283236993
NQwtip_DDxs,0.008438818565400843
nYohqEOkmIk,0.008576329331046312
OcHtYXl80B8,0.01580135440180587
OU_SafHSgmc,0.018433179723502304
QjSG7mNea-Y,0.020761245674740483
qUkFUkQ4aJY,0.01485148514851485
RfL8a31I3jw,0.0196078431372549
ryQPP5U7iYE,0.0023148148148148147
SnmNe9xg6kQ,0.020134228187919462
TpZwMugX03s,0.01727447216890595
U02DSMJlai0,0.023952095808383235
u3tn2uJ4FiU,0.025510204081632654
W-bOHJaJu5I,0.013888888888888888
XB1-1xUIroI,0.005390835579514825
xZuc3s9JQQs,0.024509803921568627
YGN9tQniAck,0.008635578583765112
yNU_7UyE6tc,0.018867924528301886
zSET_7juTvM,0.0091324200913242
zSqu2EGiFsM,0.020242914979757085
mean,0.01505843968334485
std,0.007551628982984956
